Coding:UTF-8
# General
E 1.0.1 "错误"
E 1.0.2 "警告"
#
# 1.1 Xtt Navigator
E 1.1.1 "帮助"
E 1.1.2 "帮助班"
E 1.1.3 "图"
E 1.1.4 "趋势"
E 1.1.5 "打开对象"
E 1.1.6 "打开对象..."
E 1.1.7 "运行时航海家"
E 1.1.8 "对象图"
E 1.1.9 "交叉引用"
E 1.1.10 "数据表"
E 1.1.11 "收集"
E 1.1.12 "类型图..."
E 1.1.13 "开放PLC ..."
E 1.1.14 "开放PLC"
E 1.1.15 "注意"
E 1.1.16 "照片"
E 1.1.17 "快"
E 1.1.18 "趋势"
E 1.1.19 "电路图"
E 1.1.20 "块的..."
E 1.1.21 "的历史事件..."
E 1.1.22 "警报名单"
E 1.1.23 "事件清单"
E 1.1.24 "史表"
E 1.1.25 "链接"
E 1.1.26 "认购客户"
E 1.1.27 "订阅服务器"
E 1.1.28 "网络处理器"
E 1.1.29 "交流"
E 1.1.30 "设备"
E 1.1.31 "可编程控制器螺纹"
E 1.1.32 "可编程控制器方案"
E 1.1.33 "记录"
E 1.1.34 "记录项1"
E 1.1.35 "记录项2"
E 1.1.36 "记录项目3"
E 1.1.37 "记录项目4"
E 1.1.38 "记录项目5"
E 1.1.39 "记录项目6"
E 1.1.40 "记录项目7"
E 1.1.41 "记录项目8"
E 1.1.42 "记录项目9"
E 1.1.43 "记录项目10"
E 1.1.44 "系统信息"
E 1.1.45 "卷"
E 1.1.46 "卷"
E 1.1.47 "节点"
E 1.1.48 "数据库"
E 1.1.49 "报警"
E 1.1.50 "商店"
E 1.1.51 "系统"
E 1.1.52 "退出"
E 1.1.53 "关闭"
E 1.1.54 "价值>"
E 1.1.55 "打印"
E 1.1.56 "打开对象"
E 1.1.57 "打印"
E 1.1.58 "关闭"
E 1.1.59 "文件"
E 1.1.60 "找对象"
E 1.1.61 "查找正则表达式"
E 1.1.62 "搜索"
E 1.1.63 "崩溃"
E 1.1.64 "编辑"
E 1.1.65 "打开对象..."
E 1.1.66 "打开程序"
E 1.1.67 "打开对象图"
E 1.1.68 "显示交叉引用"
E 1.1.69 "更改价值"
E 1.1.70 "命令"
E 1.1.71 "插入"
E 1.1.72 "秀"
E 1.1.73 "删除"
E 1.1.74 "清除"
E 1.1.75 "收集"
E 1.1.76 "高级用户"
E 1.1.77 "功能"
E 1.1.78 "放大"
E 1.1.79 "缩小"
E 1.1.80 "放大复位"
E 1.1.81 "查看"
E 1.1.82 "概述"
E 1.1.83 "工程"
E 1.1.84 "关于唯冠"
E 1.1.85 "帮助"
E 1.1.86 "回去"
E 1.1.87 "打开程序"
E 1.1.88 "高级用户"
E 1.1.89 "放大"
E 1.1.90 "缩小"
E 1.1.91 "放大复位"
E 1.1.92 "查找下一个"
E 1.1.93 "你想关闭"
E 1.1.94 "Alarmlist"
E 1.1.95 "Eventlist"
E 1.1.96 "事件日志"
E 1.1.97 "确认"
E 1.1.98 "搜索字符串"
E 1.1.99 "历史"
E 1.1.100 "名单"
E 1.1.101 "登录"
E 1.1.102 "登出"
#
# Logging entry
E 1.2.1 "主动"
E 1.2.2 "插入"
E 1.2.3 "开始"
E 1.2.4 "停止"
E 1.2.5 "恢复"
E 1.2.6 "显示文件"
E 1.2.7 "时间（毫秒）"
E 1.2.8 "文件"
E 1.2.9 "类型"
E 1.2.10 "的缓冲区大小"
E 1.2.11 "全缓冲停止"
E 1.2.12 "短名称"
E 1.2.13 "参数"
E 1.2.14 "条件参数"
#
# Alarm blocking
E 1.3.1 "阻止报警"
E 1.3.2 "报警封锁"
#
# License
E 1.4.1 "我接受"
E 1.4.2 "显示许可证"
E 1.4.3 "接受许可条款"
E 1.4.4 "退出"
E 1.4.5 "许可证"
#
# Event, Alarm and Block list
E 1.5.1 "承认"
E 1.5.2 "显示在航海家对象"
E 1.5.3 "显示百"
E 1.5.4 "隐藏事件名称"
E 1.5.5 "隐藏事件文本"
E 1.5.6 "帮助选定事件"
E 1.5.7 "删除封锁"
E 1.5.8 "运行时航海家为监督对象"
E 1.5.9 "打开可编程控制器的监控对象"
E 1.5.10 "承认"
#
# Object editor
E 1.6.1 "关闭更改值"
#
# Wow
E 1.7.1 "是"
E 1.7.2 "不"
E 1.7.3 "取消"
#
# CLog
E 1.8.1 "更新"
