# General
E 1.0.1 "Fel"
E 1.0.2 "Varning"
#
# 1.1 Xtt Navigator
E 1.1.1 "Hjälp"
E 1.1.2 "Hjälp Klass"
E 1.1.3 "Bild"
E 1.1.4 "Trend"
E 1.1.5 "Öppna Objekt"
E 1.1.6 "Öppna Objekt..."
E 1.1.7 "RtNavigatör"
E 1.1.8 "Objekt Bild"
E 1.1.9 "Korsreferenser"
E 1.1.10 "Datablad"
E 1.1.11 "Samla"
E 1.1.12 "Typ Bild..." 
E 1.1.13 "Öppna Plc..."
E 1.1.14 "Öppna Plc"
E 1.1.15 "Notera"
E 1.1.16 "Foto"
E 1.1.17 "Snabbkurva"
E 1.1.18 "Trendkurva"
E 1.1.19 "KopplingsSchema"
E 1.1.20 "Blockera Händelser..."
E 1.1.21 "Historisk lista..."
E 1.1.22 "Larmlista"
E 1.1.23 "Händelselista"
E 1.1.24 "Historisk lista"
E 1.1.25 "Länkar"
E 1.1.26 "Prenumerationer Klient"
E 1.1.27 "Prenumerationer Server"
E 1.1.28 "Näthanterare"
E 1.1.29 "Kommunikation"
E 1.1.30 "Enheter"
E 1.1.31 "PlcTrådar"
E 1.1.32 "PlcPgm"
E 1.1.33 "Loggning"
E 1.1.34 "Loggning entry 1"
E 1.1.35 "Loggning entry 2"
E 1.1.36 "Loggning entry 3"
E 1.1.37 "Loggning entry 4"
E 1.1.38 "Loggning entry 5"
E 1.1.39 "Loggning entry 6"
E 1.1.40 "Loggning entry 7"
E 1.1.41 "Loggning entry 8"
E 1.1.42 "Loggning entry 9"
E 1.1.43 "Loggning entry 10"
E 1.1.44 "System Meddelanden"
E 1.1.45 "Volym"
E 1.1.46 "Volymer"
E 1.1.47 "Noder"
E 1.1.48 "Databas"
E 1.1.49 "Larm"
E 1.1.50 "Lagra"
E 1.1.51 "System"
E 1.1.52 "Avsluta"
E 1.1.53 "Stäng"
E 1.1.54 "värde >"
E 1.1.55 "Skriv ut"
E 1.1.56 "Öppna Objekt"
E 1.1.57 "S_kriv ut"
E 1.1.58 "_Stäng"
E 1.1.59 "_Arkiv"
E 1.1.60 "Sök _objekt"
E 1.1.61 "Sök _reguljärt uttryck"
E 1.1.62 "_Sök"
E 1.1.63 "_Fäll ihop"
E 1.1.64 "_Redigera"
E 1.1.65 "Öppna _Objekt..."
E 1.1.66 "Öppna _Program"
E 1.1.67 "Ö_ppna objektsbild"
E 1.1.68 "V_isa korsreferenser"
E 1.1.69 "Ändra _Värde"
E 1.1.70 "_Kommando"
E 1.1.71 "_Addera"
E 1.1.72 "_Visa"
E 1.1.73 "_Ta bort"
E 1.1.74 "Tö_m"
E 1.1.75 "_Samlingsbild"
E 1.1.76 "_Avancerad användare"
E 1.1.77 "_Funktioner"
E 1.1.78 "Zooma _in"
E 1.1.79 "Zooma _ut"
E 1.1.80 "Å_terställ zoom"
E 1.1.81 "_Visa"
E 1.1.82 "Över_sikt"
E 1.1.83 "_Projekt"
E 1.1.84 "_Om Proview"
E 1.1.85 "_Hjälp"
E 1.1.86 "Gå tillbaka"
E 1.1.87 "Öppna program"
E 1.1.88 "Avancerad användare"
E 1.1.89 "Zooma in"
E 1.1.90 "Zooma ut"
E 1.1.91 "Återställ zoom"
E 1.1.92 "Sök _nästa"
E 1.1.93 "Vill du stänga"
E 1.1.94 "Larmlista"
E 1.1.95 "Händelselista"
E 1.1.96 "Händelselogg"
E 1.1.97 "Verifiera"
E 1.1.98 "Söksträng"
E 1.1.99 "Historik"
E 1.1.100 " Lista"
#
# Logging entry
E 1.2.1 "Aktiv"
E 1.2.2 "LäggIn"
E 1.2.3 "Starta"
E 1.2.4 "Stoppa"
E 1.2.5 "Återskapa"
E 1.2.6 "VisaFil"
E 1.2.7 "Tid (ms)"
E 1.2.8 "Fil"
E 1.2.9 "Typ"
E 1.2.10 "BufferStorlek"
E 1.2.11 "FullBufferStopp"
E 1.2.12 "KortNamn"
E 1.2.13 "Parameter"
E 1.2.14 "VillkorsParameter"
#
# Alarm Blocking
E 1.3.1 "Blockerade larm"
E 1.3.2 "Larmblockering"
#
# License
E 1.4.1 "Jag Godkänner"
E 1.4.2 "Visa Licens"
E 1.4.3 "Godkänn licensvillkor"
E 1.4.4 "Avbryt"
E 1.4.5 "Licens"
#
# Event, Alarm and Block list
E 1.5.1 "_Kvittera"
E 1.5.2 "_Visa objekt i Navigatorn"
E 1.5.3 "_Visa hundradelar"
E 1.5.4 "_Dölj händelsenamn"
E 1.5.5 "Dölj _händelsetext"
E 1.5.6 "Hjälp för utvald händelse"
E 1.5.7 "_Ta bort blockering"
#
# Object editor
E 1.6.1 "_Stäng ändra värde"
#
# Wow
E 1.7.1 "Ja"
E 1.7.2 "Nej"
E 1.7.3 "Avbryt"
#
# CLog
E 1.8.1 "_Uppdatera"
E 1.8.2 "_Nästa Fil"
E 1.8.3 "_Föregående Fil"
E 1.8.4 "_Välj Fil"
E 1.8.5 "_Filter"
E 1.8.6 "System Meddelanden"
E 1.8.7 "_Hjälp för System Meddelanden"
E 1.8.8 "_Hjälp för utvalt meddelande"
#
# Eventlog
E 1.9.1 "Historisk händelselista: Sökvillkor"
E 1.9.2 "Sök"
E 1.9.3 "Start tid"
E 1.9.4 "Stopp tid"
E 1.9.5 "Prioritet"
E 1.9.6 "Händelsetyp"
E 1.9.7 "Händelsetext"
E 1.9.8 "Händelsenamn"
E 1.9.9 "A-Larm"
E 1.9.10 "B-Larm"
E 1.9.11 "C-Larm"
E 1.9.12 "D-Larm"
E 1.9.13 "Meddel."
E 1.9.14 "Aktiv"
E 1.9.15 "Kvittens"
E 1.9.16 "Retur"
E 1.9.17 "Antal händelser:"
E 1.9.18 "Idag"
E 1.9.19 "Igår"
