Coding:UTF-8
# General
E 1.0.1 "خطأ"
E 1.0.2 "تحذير"
#
# 1.1 Xtt Navigator
E 1.1.1 "مساعدة"
E 1.1.2 "مساعدة الفئة"
E 1.1.3 "صورة"
E 1.1.4 "اتجاه"
E 1.1.5 "فتح كائن"
E 1.1.6 "فتح  كائن ..."
E 1.1.7 "مستكشف فني"
E 1.1.8 "كائن مصور"
E 1.1.9 "إسناد ترافقي"
E 1.1.10 "ورقة بيانات"
E 1.1.11 "مجمع"
E 1.1.12 "نوع الصورة ..."
E 1.1.13 "Plc... فتح"
E 1.1.14 "Plc فتح"
E 1.1.15 "مذكرة"
E 1.1.16 "صورة فوتوغرافية"
E 1.1.17 "منحنى سريع"
E 1.1.18 "منحنى الاتجاه"
E 1.1.19 "مخطط الرسم البياني"
E 1.1.20 "أحداث كتلة ..."
E 1.1.21 "سجل الأحداث ..."
E 1.1.22 "قائمة إنذار"
E 1.1.23 "قائمة الحدث"
E 1.1.24 "سجل الأحداث"
E 1.1.25 "روابط"
E 1.1.26 "اشتراكات العميل"
E 1.1.27 "اشتراكات الخادم"
E 1.1.28 "مدير الشبكة"
E 1.1.29 "اتصالات"
E 1.1.30 "جهاز"
E 1.1.31 "Plc موضوع"
E 1.1.32 "Plc برنامج"
E 1.1.33 "تسجيل"
E 1.1.34 "تسجيل دخول 1"
E 1.1.35 "تسجيل دخول 2"
E 1.1.36 "تسجيل دخول 3"
E 1.1.37 "تسجيل دخول 4"
E 1.1.38 "تسجيل دخول 5"
E 1.1.39 "تسجيل دخول 6"
E 1.1.40 "تسجيل دخول 7"
E 1.1.41 "تسجيل دخول 8"
E 1.1.42 "تسجيل دخول 9"
E 1.1.43 "تسجيل دخول 10"
E 1.1.44 "رسائل النظام"
E 1.1.45 "حجم"
E 1.1.46 "مجلدات"
E 1.1.47 "عقد"
E 1.1.48 "قاعدة بيانات"
E 1.1.49 "إنذار"
E 1.1.50 "حفظ"
E 1.1.51 "نظام"
E 1.1.52 "خروج"
E 1.1.53 "إغلاق"
E 1.1.54 "قيمة>"
E 1.1.55 "طباعة"
E 1.1.56 "فتح كائن"
E 1.1.57 "_طباعة"
E 1.1.58 "_إغلاق"
E 1.1.59 "_ملف"
E 1.1.60 "_بحث كائن"
E 1.1.61 "بحث_تعبير عادي"
E 1.1.62 "_بحث"
E 1.1.63 "_انهيار"
E 1.1.64 "_تحرير"
E 1.1.65 "_فتح كائن..."
E 1.1.66 "فتح_برنامج"
E 1.1.67 "فتح_ صورة كائن"
E 1.1.68 "عرض_عبر المراجع"
E 1.1.69 "تغيير _ القيمة"
E 1.1.70 "_أمر"
E 1.1.71 "_إضافة"
E 1.1.72 "_عرض"
E 1.1.73 "_إزالة"
E 1.1.74 "_فارغ"
E 1.1.75 "_مجموعة الصور"
E 1.1.76 "_مستخدم متقدم"
E 1.1.77 "_وظائف"
E 1.1.78 "_تكبير"
E 1.1.79 "_تصغير"
E 1.1.80 "_إعادة تعيين"
E 1.1.81 "_عرض"
E 1.1.82 "نظرة عامة"
E 1.1.83 "_مشروع"
E 1.1.84 "_حولProview"
E 1.1.85 "_مساعدة"
E 1.1.86 "العودة"
E 1.1.87 "فتح برنامج"
E 1.1.88 "مستخدم متقدم"
E 1.1.89 "تكبير"
E 1.1.90 "تصغير"
E 1.1.91 "إعادة تعيين"
E 1.1.92 "بحث عن التالي"
E 1.1.93 "هل تريد إغلاق"
E 1.1.94 "قائمة إنذار"
E 1.1.95 "قائمة الأحداث"
E 1.1.96 "سجل الأحداث"
E 1.1.97 "تأكيد"
E 1.1.98 "سلسلة البحث"
E 1.1.99 "التاريخ"
E 1.1.100 "قائمة"
E 1.1.101 "تسجيل دخول"
E 1.1.102 "تسجيل خروج"
#
# Logging entry
E 1.2.1 "نشط"
E 1.2.2 "إدراج المعلمات التي تم جمعها"
E 1.2.3 "بدء تسجيل"
E 1.2.4 "توقف تسجيل"
E 1.2.5 "استعادة الإعدادات"
E 1.2.6 "عرض منحنى"
E 1.2.7 "وقت المسح الضوئي (مللي ثانية)"
E 1.2.8 "ملف السجل"
E 1.2.9 "نوع"
E 1.2.10 "حجم المخزن المؤقت"
E 1.2.11 "وقف كامل العازلة"
E 1.2.12 "الاسم المختصر"
E 1.2.13 "معامل"
E 1.2.14 "حالة"
#
# Alarm blocking
E 1.3.1 "إنذار محظور"
E 1.3.2 "حجب إنذار"
#
# License
E 1.4.1 "انا موافق"
E 1.4.2 "عرض الترخيص"
E 1.4.3 "قبول شروط الترخيص"
E 1.4.4 "إنهاء"
E 1.4.5 "رخصة"
#
# Event, Alarm and Block list
E 1.5.1 "اعتراف"
E 1.5.2 "عرض الكائن في المستكشف"
E 1.5.3 "عرض جزء من مئة"
E 1.5.4 "إخفاء اسم الحدث"
E 1.5.5 "إخفاء نص الحدث"
E 1.5.6 "مساعدة الحدث المحدد"
E 1.5.7 "إزالة الحظر"
E 1.5.8 "تنقل لكائن الإشراف"
E 1.5.9 "كائن الإشراف فتح PLC"
E 1.5.10 "اعتراف"
#
# Object editor
E 1.6.1 "إغلاق تغيير القيمة"
#
# Wow
E 1.7.1 "نعم"
E 1.7.2 "لا"
E 1.7.3 "إلغاء"
#
# CLog
E 1.8.1 "تحديث"
E 1.8.2 "الملف التالي"
E 1.8.3 "الملف السابق"
E 1.8.4 "حدد ملف"
E 1.8.5 "الفلتر"
E 1.8.6 "رسائل النظام"
E 1.8.7 "مساعدة في رسائل النظام"
E 1.8.8 "مساعدة على رسالة محددة"
#
# Eventlog
E 1.9.1 "قائمة الحدث التاريخية: بحث الحالة"
E 1.9.2 "بحث"
E 1.9.3 "وقت البدء"
E 1.9.4 "وقت التوقف"
E 1.9.5 "أفضلية"
E 1.9.6 "نوع الحدث"
E 1.9.7 "نص الحدث"
E 1.9.8 "اسم الحدث"
E 1.9.9 "Aإنذار"
E 1.9.10 "B إنذار"
E 1.9.11 "C إنذار"
E 1.9.12 "D إنذار"
E 1.9.13 "رسالة"
E 1.9.14 "نشط"
E 1.9.15 "الإشعار"
E 1.9.16 "عودة"
E 1.9.17 "عدد الفعاليات:"
E 1.9.18 "اليوم"
E 1.9.19 "أمس"
E 1.9.20 "هذا الاسبوع"
E 1.9.21 "الاسبوع الماضى"
E 1.9.22 "هذا الشهر"
E 1.9.23 "الشهر الماضي"
E 1.9.24 "الكل"
E 1.9.25 "وقت"
E 1.9.26 "بحث الحالة"
E 1.9.27 "كل الأحداث"
E 1.9.28 "من"
E 1.9.29 "إلى"
E 1.9.30 "و"
E 1.9.31 "مع بريون"
E 1.9.32 "مع نوع"
E 1.9.33 "مع اسم الحدث"
E 1.9.34 "مع نص الحدث"
#
# Ge Curve
E 1.10.1 "تحديث"
E 1.10.2 "لون الخلفية"
E 1.10.3 "إظهار الأسماء"
E 1.10.4 "شغل المنحنيات"
E 1.10.5 "Xحدود محور"
E 1.10.6 "قيمة الحد الأدنى"
E 1.10.7 "قيمة الحد الأقصى"
E 1.10.8 "عرض"
E 1.10.9 "المؤشر"
E 1.10.10 "علامة"
E 1.10.11 "وحدة"
E 1.10.12 "مقياس"
E 1.10.13 "السمة"
E 1.10.14 "محور الزمن"
E 1.10.15 "دقيقة واحدة"
E 1.10.16 "10 دقائق"
E 1.10.17 "ساعة واحدة"
E 1.10.18 "يوم واحد"
E 1.10.19 "اسبوع واحد"
E 1.10.20 "شهر واحد"
E 1.10.21 "سنة واحدة"
E 1.10.22 "آخر دقيقة"
E 1.10.23 "آخر 10 دقائق"
E 1.10.24 "الساعة الأخيرة"
E 1.10.25 "هذه السنة"
E 1.10.26 "كل الوقت"
E 1.10.27 "تحرير"
E 1.10.28 "الصفحة اليسار"
E 1.10.29 "انتقل إلى اليسار"
E 1.10.30 "انتقل إلى اليمين"
E 1.10.31 "الصفحة اليمين"
E 1.10.32 "الفترة السابقة"
E 1.10.33 "الفترة القادمة"
E 1.10.34 "فترة ارتفاع"
E 1.10.35 "فترة انخفاض"
E 1.10.36 "تحديث منحنى"
E 1.10.37 "إضافة عنصر منحنى"
E 1.10.38 "إزالة المنحنى المحدد"
#
# Fileview
E 1.11.1 "حفظ"
E 1.11.2 "فتح"
E 1.11.3 "حفظ باسم"
E 1.11.4 "الملف موجود مسبقا"
E 1.11.5 "موجود مسبقا"
E 1.11.6 "هل تريد استبدالها"
E 1.11.7 "فتح ملف"
E 1.11.8 "حفظ الملف"
#
# Trace
E 1.12.1 "طباعة وثائق مختارة"
E 1.12.2 "حفظ اثر"
E 1.12.3 "استعادة اثر"
E 1.12.4 "اثر اضح"
E 1.12.5 "فتح كائن"
E 1.12.6 "فتح النافذة الفرعية"
E 1.12.7 "عرض الكائن في المستكشف"
E 1.12.8 "إظهار عبرالإشارات"
E 1.12.9 "فتح كائن الرسم البياني"
E 1.12.10 "تجميع دخل"
E 1.12.11 "وقت الفحص"
E 1.12.12 "عرض"
E 1.12.13 "اثر"
E 1.12.14 "محاكاة"
E 1.12.15 "أسلوب"
E 1.12.16 "على اثر"
E 1.12.17 "في برنامج PLC"
#
# Operator Window
E 1.13.1 "قائمة الاتجاه"
E 1.13.2 "قائمة منحنى سريع"
E 1.13.3 "قائمة تاريخ العملية"
E 1.13.4 "قائمة عملية الرسم البياني"
E 1.13.5 "عملية الرسومات"
E 1.13.6 "نافذة المشغل"
E 1.13.7 "قائمة إنذار"
E 1.13.8 "قائمة الأحداث"
E 1.13.9 "سجل الأحداث"
E 1.13.10 "قائمة الحظر"
E 1.13.11 "إنذار"
E 1.13.12 "اتجاهات"
E 1.13.13 "سرعة"
E 1.13.14 "تاريخ العملية"
E 1.13.15 "نص أصغر"
E 1.13.16 "نص أكبر"
E 1.13.17 "المستكشف"
E 1.13.18 "الرسومات العملية"
E 1.13.19 "نص أكبر"
E 1.13.20 "نص أصغر"
E 1.13.21 "منحنيات"
E 1.13.22 "قائمة الاتجاه"
E 1.13.23 "قائمة منحنى سريع"
E 1.13.24 "قائمة تاريخ العملية"
E 1.13.25 "قائمة عملية الرسم البياني"
E 1.13.26 "المستخدم"
E 1.13.27 "تغير المستخدم"
E 1.13.28 "عرض المستخدم"
E 1.13.29 "عودة"
E 1.13.30 "تشغيل"
#
# Status monitor
E 1.14.1 "مراقبة الحالة"
E 1.14.2 "إضافة عقدة"
E 1.14.3 "تعديل عقدة"
E 1.14.4 "إزالة عقدة"
E 1.14.5 "فتح في وقت التشغيل المستكشف"
E 1.14.6 "فتح مشغل المكان"
E 1.14.7 "فتح مراقب وقت التشغيل"
E 1.14.8 "حفظ التكوين"
E 1.14.9 "التحكم عن بعدGUI"
E 1.14.10 "عرض الأحداث"
E 1.14.11 "أحداث منبثقة"
E 1.14.12 "حفظ التكوين"
E 1.14.13 "إضافة عقدة"
E 1.14.14 "إزالة عقدة"
E 1.14.15 "بدء وقت التشغيل المستكشف على العقدة المحددة"
E 1.14.16 "بدء مشغل المكان على العقدة المحددة"
E 1.14.17 "بدء تشغيل مراقب الوقت على العقدة المحددة"
E 1.14.18 "حالة الأحداث"
#
# Java interface
#
# Navigator
E 1.15.1 "أمر"
E 1.15.2 "عرض عبر الإشارات"
E 1.15.3 "تغيير القيمة"
E 1.15.4 "تصحيح الأخطاء"
E 1.15.5 "Gdh خطأ في الاتصال مع خادم"
E 1.15.6 "تحديد كائن"
E 1.15.7 "غير قادر على تغيير القيمة على الكائن المحدد"
E 1.15.8 "خطأ في بناء الجملة"
E 1.15.9 "تسجيل الدخول"
E 1.15.10 "تسجيل خروج"
E 1.15.11 "وظائف"
E 1.15.12 "التنبيه وقائمة الحدث"
E 1.15.13 "سجل الأحداث"
E 1.15.14 "المستكشف"
E 1.15.15 "المستخدم"
E 1.15.16 "كلمة المرور"
E 1.15.17 "موافق"
E 1.15.18 "نظف"
E 1.15.19 "تسجيل دخولك"
E 1.15.20 "المستخدم غير مصرح"
E 1.15.21 "فتح كائن الرسم البياني"
